id|faction_id|name|legend|description|detachment|
000000139|Thunderhawk Gunship|SM|000000238|Thunderhawk Gunships have served the Space Marines with distinction since the Great Crusade, combining the roles of orbital troop lander, heavy gunship and medium bomber. Thunderhawks are formidably armed for their size, with a main gun derived from frigate-class warships and a host of additional weapons.|Other|<b>This model is equipped with:</b> 2 lascannons; Thunderhawk heavy cannon; 4 twin heavy bolters; armoured hull; Thunderhawk cluster bombs.|This model has a transport capacity of 30 <span class="tooltip00195" data-tooltip-content="#tooltip_content00195" data-tooltip-anchor="#tooltip_content00195"><span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span></span> or <span class="tooltip00196" data-tooltip-content="#tooltip_content00196" data-tooltip-anchor="#tooltip_content00196"><span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> <span class="kwb">MOUNTED</span></span> models. Each <span class="tooltip00162" data-tooltip-content="#tooltip_content00162" data-tooltip-anchor="#tooltip_content00162"><span class="kwb">JUMP</span> <span class="kwb">PACK</span></span>, <a class="kwbOne" href="/wh40k10ed/factions/space-marines/Wulfen"><span class="kwb kwbo">WULFEN</span></a>, <span class="tooltip00163" data-tooltip-content="#tooltip_content00163" data-tooltip-anchor="#tooltip_content00163"><span class="kwb">GRAVIS</span></span> or <span class="tooltip00164" data-tooltip-content="#tooltip_content00164" data-tooltip-anchor="#tooltip_content00164"><span class="kwb">TERMINATOR</span></span> model takes up the space of 2 models. Each <span class="tooltip00165" data-tooltip-content="#tooltip_content00165" data-tooltip-anchor="#tooltip_content00165"><span class="kwb">CENTURION</span></span> model takes up the space of 3 models. Each <span class="kwb">MOUNTED</span> model takes up the space of 4 models.|false|||1-10|While this model has 1-10 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Thunderhawk-Gunship|
000000140|Techmarine|SM|000000139|Techmarines stride selflessly through oncoming fire to soothe the machine spirits of wounded war engines, deftly peeling back damaged armour plates to repair burnt-out cabling and bending warped panels back into shape with their servoarms and mechadendrites.|Characters|<b>This model is equipped with:</b> forge bolter; grav-pistol; Omnissian power axe; servo-arm.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Techmarine|
000000146|Hunter|SM|000000239|The Adeptus Astartes’ foremost anti-air vehicle, few foes can evade the missiles of the Hunter’s skyspear missile launcher. Its deadly payload homes in on its target and can change direction with preternatural ease, guided as it is by the interred servitor-mummy of one of the Chapter’s honoured ballistic serfs.|Other|<b>This model is equipped with:</b> skyspear missile launcher; armoured tracks.||false|||1-4|While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Hunter|
000000147|Vanguard Veteran Squad With Jump Packs|SM|000000139|On the battlefield, Vanguard Veteran Squads with jump packs are peerless rapid- response troops as well as line-breakers. With great plumes of fire extending behind them they can arrive at the perfect time and place to ensure the decisiveness of an assault or utterly break an enemy incursion.|Other|<b>Every model is equipped with:</b> bolt pistol; Vanguard Veteran weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Vanguard-Veteran-Squad-With-Jump-Packs|
000000148|Imperial Space Marine|SM|000000239||Characters|<b>This model is equipped with:</b> disintegration combi-gun; disintegration pistol; close combat weapon.||false||<i>You can attach this model to one of the above units even if one <span class="kwb">CHARACTER</span> model has already been attached to it. If you do, and that <a href="/wh40k10ed/the-rules/core-rules/#Attached-Units">Bodyguard</a> unit is destroyed, the <span class="kwb">LEADER</span> units attached to it become separate units, with their original <a href="/wh40k10ed/the-rules/core-rules/#Starting-Strength">Starting Strengths</a>.</i>|||https://wahapedia.ru/wh40k10ed/factions/space-marines/Imperial-Space-Marine|
000000151|Commander Dante|SM|000000021|Dante soars over the battlefield, gleaming in his golden armour, before roaring into bloody battle on trails of fire. Once in the fray, the piercing gaze of his death mask freezes enemies in fright, while his perfectly placed strikes with the Axe Mortalis cut down foe after foe.|Characters|<b>This model is equipped with:</b> Perdition; the Axe Mortalis.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Commander-Dante|
000000152|Captain Tycho|SM|000000246|Captain Tycho was once one of the Blood Angels’ most gifted commanders, a paragon of every ideal his Chapter held to. It was while fighting countless battles against the Orks on Armageddon that he earned fame and renown, and there that he suffered the wound that changed his life forever.|Characters|<b>This model is equipped with:</b> Blood Song; bolt pistol; Dead Man’s Hand.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Captain-Tycho|
000000153|Tycho The Lost|SM|000000246|It was in the Third War for Armageddon that rage finally consumed Captain Tycho, as it will consume all sons of Sanguinius, and he took his place in the Death Company. He cut down Orks with volleys from Blood Song and blasts from the digital weapons built into his left gauntlet, known as Dead Man’s Hand.|Characters|<b>This model is equipped with:</b> Blood Song; bolt pistol; Dead Man’s Hand.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Tycho-The-Lost|
000000154|Librarian Dreadnought|SM|000000246|Such is the Blood Angels’ connection to the warp that those Librarians interred in Dreadnoughts retain their link to it. They are dangerous enemies to face, with all the adamantine strength of a Dreadnought as well as the ability to boil an enemy’s blood in their veins, or blast foes apart with beams of energy.|Other|<b>This model is equipped with:</b> Blood Lance; storm bolter; Furioso fist, Furioso force halberd.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Librarian-Dreadnought|
000000155|Chief Librarian Mephiston|SM|000000021|Mephiston is an enormously powerful warrior and psyker. He is the only Blood Angel known to have suppressed the Black Rage, resurrecting from near death with exceptional strength, vigour and speed. Many whisper behind his back, asking what price he paid for such a transformation.|Characters|<b>This model is equipped with:</b> plasma pistol; Fury of the Ancients; Vitarus.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Chief-Librarian-Mephiston|
000000156|The Sanguinor|SM|000000021|The Sanguinor is a mysterious figure who fights only on battlefields of the most paramount importance, when the Blood Angels’ need is greatest. He inspires as much courage in the sons of Sanguinius as he does fear in the enemy, and surges across the field as if he were Sanguinius’ will made manifest.|Characters|<b>This model is equipped with:</b> encarmine broadsword.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/The-Sanguinor|
000000157|Astorath|SM|000000021|Wherever sons of Sanguinius are on the cusp of the Black Rage, that is where Astorath goes. Determined to give those warriors a glorious final victory, he fights like a man possessed, lopping off the heads of his enemies while leading frothing Space Marines consumed with unrestrained fury.|Characters|<b>This model is equipped with:</b> the Executioner’s Axe.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Astorath|
000000158|Sanguinary Priest|SM|000000021|The Sanguinary Priests are the Blood Angels’ Apothecaries, and hold responsibility for the Chapter’s soul as well as its body. Through their ministrations and ceremonies do they call upon the Blood Angels to embrace the Red Thirst, control it and unleash their rage upon the enemy.|Characters|<b>This model is equipped with:</b> absolvor bolt pistol; Astartes chainsword.||false||<i>You can attach this model to one of the above units, even if one <a href="/wh40k10ed/factions/space-marines/Captain">Captain</a>, <span class="tooltip00189" data-tooltip-content="#tooltip_content00189" data-tooltip-anchor="#tooltip_content00189"><span class="kwb">CHAPTER</span> <span class="kwb">MASTER</span></span> or <span class="tooltip00197" data-tooltip-content="#tooltip_content00197" data-tooltip-anchor="#tooltip_content00197"><span class="kwb">LIEUTENANT</span></span> model has already been attached to it. If you do, and that <a href="/wh40k10ed/the-rules/core-rules/#Attached-Units">Bodyguard</a> unit is destroyed, the Leader units attached to it become separate units, with their original <a href="/wh40k10ed/the-rules/core-rules/#Starting-Strength">Starting Strengths</a>.</i>|||https://wahapedia.ru/wh40k10ed/factions/space-marines/Sanguinary-Priest|
000000159|Sanguinary Priest On Bike|SM|000000246||Characters|<b>This model is equipped with:</b> bolt pistol; twin boltgun; Astartes chainsword.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Sanguinary-Priest-On-Bike|
000000160|Brother Corbulo|SM|000000246|The Sanguinary High Priest, Brother Corbulo, is held in high regard for his commitment to the Chapter, his nobility and his gift of foresight – an ability many believe Sanguinius shared. On the battlefield he races to wounded brothers, hacking down any foes in his path with powerful sweeps of Heaven’s Teeth.|Characters|<b>This model is equipped with:</b> bolt pistol; Heaven’s Teeth.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Brother-Corbulo|
000000164|Lemartes|SM|000000021|Lemartes’ life is one of constant battle. A warrior of iron will, somehow he retains lucidity despite having succumbed to the Black Rage. He leads the Blood Angels’ Death Company as Guardian of the Lost, wielding the ancient weapon known as the Blood Crozius. His inspiration has only made the Death Company even more potent.|Characters|<b>This model is equipped with:</b> absolvor bolt pistol; the Blood Crozius.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Lemartes|
000000165|Sanguinary Guard|SM|000000021|Sanguinary Guard are proven in mind, body and spirit in a way few of their brothers can match. Clad in irreplaceable golden armour believed to date back to the Horus Heresy and armed with the traditional relic weapons of their position, few embody the ideal of the wrathful angel more than they.|Other|<b>Every model is equipped with:</b> Angelus boltgun; encarmine blade.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Sanguinary-Guard|
000000166|Death Company Dreadnought|SM|000000021|Even being interred in a Dreadnought’s sarcophagus is insufficient to keep the Black Rage at bay. Death Company Dreadnoughts are like furious battering rams, desperate to smash into the enemy and tear them apart. They are potent terror weapons, unleashed to inflict as much damage as possible.|Other|<b>This model is equipped with:</b> twin Icarus ironhail heavy stubber; twin heavy bolter; blood fist bolt rifles; blood fists.||false|||1-4|While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Death-Company-Dreadnought|
000000167|Furioso Dreadnought|SM|000000246|Unique to the Chapter, Furiosos are frequently fitted with armaments only the Blood Angels have, from the infantry-shredding heavy frag cannon to the magna-grapple. The latter weapon’s bolts, attached to adamantine chains, pierce armour, enabling Furiosos to drag enemies into their reach.|Other|<b>This model is equipped with:</b> heavy frag cannon; Furioso fist; storm bolter.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Furioso-Dreadnought|
000000168|Baal Predator|SM|000000021|Only the Blood Angels and their successors have access to the STC necessary to produce Baal Predators. With roaring engines these tanks can keep up with rapid Blood Angels charges or rush to support orbital strikes, pouring deluges of fire into the enemy as they do so.|Other|<b>This model is equipped with:</b> twin assault cannon; armoured tracks.||false|||1-4|While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Baal-Predator|
000000169|Gabriel Seth|SM|000000246|Gabriel Seth is a terrifyingly violent warrior, fearlessly charging headlong into the fray in a whirlwind of fury and savagery. He wields Blood Reaver, an enormous two-handed chainsword, with which he is capable of hacking apart even the most monstrous foes.|Characters|<b>This model is equipped with:</b> bolt pistol; Blood Reaver.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Gabriel-Seth|
